date,recapture,pool_num,pit_num,image,color,sex,year,air_temp_c,salinity_ppt,pool_temp_c,notes,,
2022-03-18,n,0,900043000243266,IMG0836,orange,m,2019,4,0,4,Upland forest below Otter Cliffs parking lot. Lung tissue herniated upon incision.,,
2022-03-18,n,0,900043000243274,IMG0787,red,m,2020_2021,4,0,4,"Larger pool above 5, left of 6",,
2022-03-19,n,7,900043000243216,IMG0876,red,m,2020_2021,5,0,5,,,
2022-03-19,n,11,900043000243261,IMG0860,red,m,2020_2021,5,0,5,,,
2022-03-19,y,12,900043000243266,IMG0836,orange,m,2019,5,0,5,Severed herniated lung tissue upon recapture. Hopes are higher for this individual's recovery. ,,
2022-03-19,y,5,900043000243274,IMG0787,red,m,2020_2021,5,0,5,"Accidentally double-tagged, #900043000243219",,
2022-03-19,n,0,900043000243278,IMG0852,yellow,m,2017,5,0,5,In brush above pool 8,,
2022-03-19,n,7,900043000243293,IMG0867,NA,m,2022,5,0,5,,,
2022-03-19,n,4,900043000243303,IMG0855,orange,m,2019,5,0,5,,,
2022-03-20,y,7,900043000243216,IMG0876,red,m,2020_2021,5.5,0.29,5.5,,,
2022-03-20,n,0,900043000243247,IMG0891,NA,m,2022,5.5,0,5.5,,,
2022-03-20,y,5,900043000243278,IMG0852,yellow,m,2017,5.5,0.32,5.5,,,
2022-03-20,n,7,900043000243305,IMG0910,NA,m,2022,5.5,0.29,5.5,,,
2022-03-20,n,7,900043000243316,IMG0912,red,m,2020_2021,5.5,0.29,5.5,,,
2022-03-20,n,7,900043000243330,IMG0903,red,m,2020_2021,5.5,0.29,5.5,,,
2022-03-20,n,7,900043000243336,IMG0896,red,m,2020_2021,5.5,0.29,5.5,,,
2022-03-20,n,0,900043000243337,IMG0913,NA,m,2022,5.5,0,5.5,,,
2022-03-20,n,12,900043000243355,IMG0907,orange,m,2019,5.5,0.3,5.5,,,
2022-03-20,n,5,900043000243358,IMG0926,NA,m,2022,5.5,0.32,5.5,,,
2022-03-20,n,5,900043000243382,IMG0916,NA,m,2022,5.5,0.32,5.5,,,
2022-03-20,n,5,900043000243383,IMG0922,NA,m,2022,5.5,0.32,5.5,,,
2022-03-21,y,0,900043000243336,IMG0896,red,m,2020_2021,2,0,2,In moss just above pool 6,,
2022-03-24,n,6,900043000243208,IMG0997,orange,f,2019,1.6,0.19,4.3,,,
2022-03-24,y,7,900043000243216,IMG0876,red,m,2020_2021,1.6,0.2,4.4,,,
2022-03-24,y,7,900043000243261,IMG0860,red,m,2020_2021,1.6,0.2,4.4,,,
2022-03-24,n,7,900043000243264,IMG0998,orange,m,2019,1.6,0.2,4.4,,,
2022-03-24,y,7,900043000243274,IMG0787,red,m,2020_2021,1.6,0.2,4.4,,,
2022-03-24,y,6,900043000243337,IMG0913,NA,m,2022,1.6,0.19,4.3,,,
2022-03-25,y,7,900043000243216,IMG0876,red,m,2020_2021,2.2,0.27,5.8,,,
2022-03-25,y,7,900043000243261,IMG0860,red,m,2020_2021,2.2,0.27,5.8,,,
2022-03-25,y,3,900043000243303,IMG0855,orange,m,2019,2.2,0.29,5.8,,,
2022-03-25,y,13,900043000243305,IMG0910,NA,m,2022,2.2,0.3,5.9,,,
2022-03-25,n,0,900043000243325,IMG1017,NA,m,2022,2.2,0.19,5.2,,,0
2022-03-25,n,6,900043000243347,IMG1057,NA,m,2022,2.2,0.27,5.8,,,
2022-03-25,n,0,900043000243359,IMG1015,red,f,2020_2021,2.2,0.19,5.2,,,
2022-03-25,n,13,900043000243372,IMG1052,NA,m,2022,2.2,0.3,5.9,,,
2022-03-25,n,7,900043000243373,IMG1033,orange,m,2019,2.2,0.27,5.8,,,
2022-03-25,n,1,900043000243379,IMG1020,NA,m,2022,2.2,0.36,5.4,,,
2022-03-25,n,7,900043000243384,IMG1030,orange,m,2019,2.2,0.27,5.8,Regenerating foot. Color tag extremely subtle,,
2022-03-25,n,1,900043000243402,IMG1018,orange,m,2019,2.2,0.36,5.4,,,
2022-03-26,n,3,900043000243211,IMG1067,orange,m,2019,5,0.29,8.5,"Another salamander evaded capture, but we measured salinity in the deeper part of the pool where it was seen: 1.1ppt 9.1°C",,
2022-03-26,y,7,900043000243216,IMG0876,red,m,2020_2021,5,0.24,9.2,,,
2022-03-26,y,7,900043000243274,IMG0787,red,m,2020_2021,5,0.24,9.2,Moving to Pool 6,,
2022-03-26,n,7,900043000243289,IMG1071,pink,m,2018,5,0.24,9.2,,,
2022-03-26,y,13,900043000243305,IMG0910,NA,m,2022,5,0.33,8.8,,,
2022-03-26,y,6,900043000243337,IMG0913,NA,m,2022,5,0.26,8.2,,,
2022-03-26,y,7,900043000243359,IMG1015,red,f,2020_2021,5,0.24,9.2,,,
2022-03-26,y,15,900043000243372,IMG1052,NA,m,2022,5,0.47,8.3,,,
2022-03-26,y,1,900043000243402,IMG1018,orange,m,2019,5,0.32,8.5,,,
2022-03-26,NA,3,NA,NA,NA,NA,NA,5,1.1,9.1,Uncaptured,,
2022-03-27,y,7,900043000243216,IMG0876,red,m,2020_2021,4.4,0.22,9,,,
2022-03-27,n,5,900043000243242,IMG1098,yellow,m,2017,4.4,0.26,8.4,,,
2022-03-27,y,7,900043000243261,IMG0860,red,m,2020_2021,4.4,0.22,9,,,
2022-03-27,n,7,900043000243265,IMG1096,NA,m,2022,4.4,0.22,9,,,
2022-03-27,y,7,900043000243274,IMG0787,red,m,2020_2021,4.4,0.22,9,,,
2022-03-27,y,13,900043000243305,IMG0910,NA,m,2022,4.4,0.33,9.4,,,
2022-03-27,y,7,900043000243325,IMG1017,NA,m,2022,4.4,0.22,9,,,
2022-03-27,y,12,900043000243358,IMG0926,NA,m,2022,4.4,0.22,8.7,,,
2022-03-27,NA,1,NA,NA,NA,NA,NA,4.4,0.27,8.4,Uncaptured,,
2022-03-27,NA,5,NA,NA,NA,NA,NA,4.4,0.26,8.4,Uncaptured,,
2022-03-30,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,No salamanders at the point tonight,,
2022-03-31,NA,5,1299,IMG1299,red,m,2020_2021,3.8,NA,NA,,,
2022-03-31,NA,5,900043000243207,IMG2183,orange,m,2019,3.8,NA,NA,,,
2022-03-31,n,0,900043000243212,IMG1288,NA,m,2022,3.8,0.12,7.7,Outside pool 9,,
2022-03-31,n,0,900043000243221,IMG1289,NA,m,2022,3.8,0.12,7.7,Outside pool 9,,
2022-03-31,y,11,900043000243221,IMG1289,NA,m,2022,3.8,0.18,7.6,Moved on tagging night,,
2022-03-31,NA,7,900043000243230,IMG2111,yellow,m,2017,3.8,NA,NA,One eye!,,
2022-03-31,y,0,900043000243247,IMG0891,NA,m,2022,3.8,0.12,7.4,Right of pool 3 facing ocean,,
2022-03-31,n,0,900043000243248,IMG1286,red,m,2020_2021,3.8,0.12,7.7,Outside pool 9,,
2022-03-31,y,0,900043000243248,IMG1286,red,m,2020_2021,3.8,0,3.8,On path 2 above pools below road - Seen leaving breeding grounds the night of tagging. ,,
2022-03-31,n,0,900043000243252,IMG1280,orange,m,2019,3.8,0.12,7.7,Outside pool 9,,
2022-03-31,y,7,900043000243252,IMG1280,orange,m,2019,3.8,NA,NA,Moved on tagging night,,
2022-03-31,NA,7,900043000243259,IMG2067,yellow,m,2017,3.8,NA,NA,scarred face,,
2022-03-31,y,7,900043000243264,IMG0998,orange,m,2019,3.8,NA,NA,,,
2022-03-31,y,6,900043000243265,IMG1096,NA,m,2022,3.8,NA,NA,,,
2022-03-31,y,7,900043000243274,IMG0787,red,m,2020_2021,3.8,NA,NA,,,
2022-03-31,n,0,900043000243282,IMG1501,red,m,2020_2021,3.8,0.12,7.7,Outside pool 9,,
2022-03-31,y,7,900043000243289,IMG1071,pink,m,2018,3.8,NA,NA,,,
2022-03-31,NA,6,900043000243304,IMG1776,orange,m,2019,3.8,NA,NA,Tag expelled,,
2022-03-31,y,13,900043000243305,IMG0910,NA,m,2022,3.8,0.28,7.4,,,
2022-03-31,n,9,900043000243307,IMG1258,orange,m,2019,3.8,0.2,7.5,Female in notes,,
2022-03-31,n,3,900043000243313,IMG1208,red,m,2020_2021,3.8,0.21,7.3,,,
2022-03-31,n,9,900043000243314,IMG1253,red,m,2020_2021,3.8,0.2,7.5,Beautiful orange spots - Pink in notes,,
2022-03-31,n,0,900043000243319,IMG1219,NA,m,2022,3.8,0.12,7.4,Right of pool 3 facing ocean,,
2022-03-31,NA,5,900043000243320,IMG1302,NA,m,2022,3.8,NA,NA,Uncertain images,,
2022-03-31,n,3,900043000243322,IMG1212,red,m,2020_2021,3.8,0.21,7.3,,,
2022-03-31,y,10,900043000243322,IMG1212,red,m,2020_2021,3.8,0.19,7.6,Moved on tagging night,,
2022-03-31,y,5,900043000243325,IMG1017,NA,m,2022,3.8,NA,NA,,,
2022-03-31,n,0,900043000243326,IMG1272,red,m,2020_2021,3.8,0.12,7.7,Outside pool 9,,
2022-03-31,y,6,900043000243337,IMG0913,NA,m,2022,3.8,NA,NA,,,
2022-03-31,n,0,900043000243341,IMG1199,NA,m,2022,3.8,0,3.8,On trail below road above pools,,
2022-03-31,n,0,900043000243345,IMG1237,NA,m,2022,3.8,0.12,7.4,Right of pool 3 facing ocean,,
2022-03-31,n,0,900043000243349,IMG1227,NA,m,2022,3.8,0.12,7.4,Right of pool 3 facing ocean,,
2022-03-31,n,0,900043000243352,IMG1280,yellow,m,2017,3.8,0.12,7.7,Outside pool 9,,
2022-03-31,y,7,900043000243355,IMG0907,orange,m,2019,3.8,NA,NA,,,
2022-03-31,n,9,900043000243360,IMG1260,NA,m,2022,3.8,0.2,7.5,Pink in notes,,
2022-03-31,n,9,900043000243362,IMG1270,NA,f,2022,3.8,0.2,7.5,,,
2022-03-31,n,9,900043000243364,IMG1263,red,m,2020_2021,3.8,0.2,7.5,,,
2022-03-31,y,15,900043000243364,IMG1263,red,m,2020_2021,3.8,0.36,7.2,Moved on tagging night,,
2022-03-31,y,13,900043000243372,IMG1052,NA,m,2022,3.8,0.28,7.4,,,
2022-03-31,y,10,900043000243382,IMG0916,NA,m,2022,3.8,0.19,7.6,,,
2022-03-31,n,0,900043000243386,IMG1202,red,m,2020_2021,3.8,0.12,7.4,Right of pool 3 facing ocean,,
2022-03-31,n,9,900043000243391,IMG1245,red,m,2020_2021,3.8,0.2,7.5,Female in notes,,
2022-03-31,n,0,900043000243395,IMG1216,NA,m,2022,3.8,0.12,7.4,Right of pool 3 facing ocean,,
2022-03-31,n,0,900043000243398,IMG1225,orange,m,2019,3.8,0.12,7.4,Right of pool 3 facing ocean,,
2022-03-31,n,9,900043000243399,IMG1267,NA,m,2022,3.8,0.2,7.5,,,
2022-03-31,n,0,900043000243400,IMG1207,NA,m,2022,3.8,0.12,7.4,Right of pool 3 facing ocean,,
2022-03-31,y,7,900043000243400,IMG1207,NA,m,2022,3.8,NA,NA,Moved on tagging night,,
2022-03-31,y,1,900043000243402,IMG1018,orange,m,2019,3.8,0.25,6.7,,,
2022-03-31,NA,5,NA,NA,NA,m,2022,3.8,NA,NA,,,
2022-03-31,NA,5,NA,NA,orange,m,2019,3.8,NA,NA,,,
2022-03-31,NA,5,NA,NA,NA,m,2022,3.8,NA,NA,,,
2022-03-31,NA,6,NA,NA,yellow,f,2017,3.8,NA,NA,,,
2022-03-31,NA,6,NA,NA,red,m,2020_2021,3.8,NA,NA,,,
2022-03-31,NA,6,NA,NA,NA,m,2022,3.8,NA,NA,,,
2022-03-31,NA,6,NA,NA,orange,m,2019,3.8,NA,NA,,,
2022-03-31,NA,6,NA,NA,yellow,m,2017,3.8,NA,NA,,,
2022-03-31,NA,6,NA,NA,red,m,2020_2021,3.8,NA,NA,,,
2022-03-31,NA,6,NA,NA,NA,m,2022,3.8,NA,NA,,,
2022-03-31,NA,7,NA,IMG1330,NA,f,2022,3.8,NA,NA,Under Root,,
2022-03-31,NA,7,NA,IMG1331,yellow,m,2017,3.8,NA,NA,,,
2022-03-31,NA,7,NA,IMG1333,NA,m,2022,3.8,NA,NA,,,
2022-03-31,NA,7,NA,IMG1334,red,m,2020_2021,3.8,NA,NA,,,
2022-03-31,NA,7,NA,IMG1335,NA,m,2022,3.8,NA,NA,,,
2022-03-31,NA,7,NA,IMG1337,NA,m,2022,3.8,NA,NA,,,
2022-03-31,NA,7,NA,IMG1338,yellow,m,2017,3.8,NA,NA,Big,,
2022-03-31,NA,7,NA,IMG1339,NA,m,2022,3.8,NA,NA,IMG1340? - Uncertain,,
2022-03-31,NA,7,NA,IMG1341,red,m,2020_2021,3.8,NA,NA,,,
2022-03-31,NA,7,NA,NA,NA,m,2022,3.8,NA,NA,,,
2022-03-31,NA,7,NA,IMG1351,NA,m,2022,3.8,NA,NA,,,
2022-03-31,NA,7,NA,NA,NA,NA,NA,3.8,NA,NA,Uncaptured,,
2022-03-31,NA,7,NA,NA,NA,NA,NA,3.8,NA,NA,Uncaptured,,
2022-03-31,NA,7,NA,NA,NA,NA,NA,3.8,NA,NA,Uncaptured,,
2022-03-31,NA,8,NA,NA,NA,f,2022,3.8,0.19,7.5,,,
2022-03-31,NA,8,NA,NA,NA,m,2022,3.8,0.19,7.5,,,
2022-03-31,NA,8,NA,NA,NA,m,2022,3.8,0.19,7.5,,,
2022-03-31,NA,12,NA,NA,NA,m,2022,3.8,0.18,7.5,,,
2022-03-31,NA,13,NA,NA,NA,f,2022,3.8,0.28,7.4,,,
2022-03-31,NA,13,NA,NA,red,m,2020_2021,3.8,0.28,7.4,,,
2022-03-31,NA,13,NA,NA,NA,m,2022,3.8,0.28,7.4,,,
2022-03-31,NA,13,NA,NA,red,m,2020_2021,3.8,0.28,7.4,,,
2022-03-31,NA,13,NA,NA,orange,m,2019,3.8,0.28,7.4,,,
2022-03-31,NA,13,NA,NA,red,m,2020_2021,3.8,0.28,7.4,Looks older,,
2022-03-31,NA,13,NA,NA,NA,m,2022,3.8,0.28,7.4,,,
2022-03-31,NA,13,NA,NA,NA,m,2022,3.8,0.28,7.4,,,
2022-03-31,NA,13,NA,NA,NA,m,2022,3.8,0.28,7.4,,,
2022-03-31,NA,15,NA,NA,orange,m,2019,3.8,0.36,7.2,,,
2022-03-31,NA,15,NA,NA,orange,m,2019,3.8,0.36,7.2,,,
2022-03-31,NA,15,NA,NA,orange,m,2019,3.8,0.36,7.2,Photo is female?,,
2022-03-31,NA,15,NA,IMG1369,red,m,2020_2021,3.8,0.36,7.2,,,
2022-03-31,NA,15,NA,IMG1371,NA,m,2022,3.8,0.36,7.2,,,
2022-03-31,NA,11,NA,IMG1374,yellow,m,2017,3.8,0.18,7.6,,,
2022-03-31,NA,11,NA,IMG1375,red,m,2020_2021,3.8,0.18,7.6,,,
2022-03-31,NA,11,NA,IMG1376,red,m,2020_2021,3.8,0.18,7.6,,,
2022-03-31,NA,11,NA,IMG1377,red,m,2020_2021,3.8,0.18,7.6,,,
2022-03-31,NA,11,NA,IMG1379,NA,m,2022,3.8,0.18,7.6,,,
2022-04-01,y,2,900043000243208,IMG0997,orange,f,2019,3.3,0.13,8,,,
2022-04-01,y,3,900043000243211,IMG1067,orange,m,2019,3.3,0.19,8,,,
2022-04-01,n,1,900043000243306,IMG1389,red,m,2020_2021,3.3,0.2,7.3,,,
2022-04-01,n,15,900043000243312,IMG1447,NA,m,2022,3.3,0.37,7.4,,,
2022-04-01,y,13,900043000243314,IMG1253,red,m,2020_2021,3.3,0.24,8,,,
2022-04-01,n,11,900043000243317,IMG1476,orange,m,2019,3.3,0.18,8.2,,,
2022-04-01,n,4,900043000243318,IMG1505,orange,m,2019,3.3,0.18,8.2,,,
2022-04-01,n,3,900043000243320,IMG1400,NA,m,2022,3.3,0.19,8,,,
2022-04-01,n,5,900043000243323,IMG1419,orange,m,2019,3.3,0.18,7.8,,,
2022-04-01,n,0,900043000243324,IMG1410,red,m,2020_2021,3.3,0,3.3,,,
2022-04-01,y,5,900043000243325,IMG1017,NA,m,2022,3.3,0.18,7.8,,,
2022-04-01,n,15,900043000243327,IMG1466,orange,m,2019,3.3,0.37,7.4,,,
2022-04-01,n,13,900043000243328,IMG1437,red,m,2020_2021,3.3,0.24,8,,,
2022-04-01,n,11,900043000243329,IMG1491,red,m,2020_2021,3.3,0.18,8.2,,,
2022-04-01,n,5,900043000243332,IMG1425,NA,m,2022,3.3,0.18,7.8,,,
2022-04-01,n,13,900043000243334,IMG1443,NA,m,2022,3.3,0.24,8,,,
2022-04-01,n,0,900043000243338,IMG1412,NA,m,2022,3.3,0,3.3,,,
2022-04-01,n,3,900043000243339,IMG1393,yellow,f,2017,3.3,0.19,8,,,
2022-04-01,n,1,900043000243340,IMG1387,red,m,2020_2021,3.3,0.2,7.3,Color debated,,
2022-04-01,n,15,900043000243343,IMG1462,NA,m,2022,3.3,0.37,7.4,,,
2022-04-01,n,15,900043000243344,IMG1450,orange,m,2019,3.3,0.37,7.4,,,
2022-04-01,n,11,900043000243348,IMG1471,yellow,m,2017,3.3,0.18,8.2,,,
2022-04-01,n,15,900043000243351,IMG1461,orange,m,2019,3.3,0.37,7.4,,,
2022-04-01,n,15,900043000243356,IMG1456,orange,m,2019,3.3,0.37,7.4,,,
2022-04-01,n,5,900043000243363,IMG 1429,red ,m,2020_2021,3.3,0.18,7.8,,,
2022-04-01,n,11,900043000243365,IMG1468,yellow,m,2017,3.3,0.18,8.2,,,
2022-04-01,n,3,900043000243366,IMG1504,NA,m,2022,3.3,0.19,8,,,
2022-04-01,n,13,900043000243367,IMG1434,orange,f,2019,3.3,0.24,8,,,
2022-04-01,n,5,900043000243370,IMG1421,orange,m,2019,3.3,0.18,7.8,,,
2022-04-01,n,11,900043000243371,IMG1487,NA,m,2022,3.3,0.18,8.2,,,
2022-04-01,n,5,900043000243376,IMG1417,NA,m,2022,3.3,0.18,7.8,,,
2022-04-01,n,15,900043000243378,IMG1459,orange,m,2019,3.3,0.37,7.4,,,
2022-04-01,n,5,900043000243385,IMG1433,NA,m,2022,3.3,0.18,7.8,,,
2022-04-01,n,11,900043000243387,IMG1483,orange,m,2019,3.3,0.18,8.2,,,
2022-04-01,n,15,900043000243388,IMG1454,red,f,2020_2021,3.3,0.37,7.4,,,
2022-04-01,n,11,900043000243389,IMG1478,orange,m,2019,3.3,0.18,8.2,,,
2022-04-01,n,5,900043000243390,IMG1428,yellow,m,2017,3.3,0.18,7.8,,,
2022-04-01,n,5,900043000243392,IMG1423,red,m,2020_2021,3.3,0.18,7.8,,,
2022-04-01,n,15,900043000243394,IMG1445,NA,f,2022,3.3,0.37,7.4,,,
2022-04-01,n,3,900043000243397,IMG1398,NA,m,2022,3.3,0.19,8,,,
2022-04-01,y,0,900043000243399,IMG1267,NA,m,2022,3.3,0,3.3,,,
2022-04-01,y,1,900043000243402,IMG1018,orange,m,2019,3.3,0.2,7.3,,,
2022-04-01,n,4,900043000243403,IMG1406,red,m,2020_2021,3.3,0.18,8.2,Possibly female,,
2022-04-01,n,0,900043000243404,IMG1414,NA,m,2022,3.3,0,3.3,,,
2022-04-02,y,7,900043000243307,IMG1258,orange,m,2019,1.6,0.19,8.8,,,
2022-04-02,n,15,900043000243311,IMG1499,NA,m,2022,1.6,0.3,7.6,,,
2022-04-02,n,7,900043000243354,IMG1496,red,m,2020_2021,1.6,0.19,8.8,,,
2022-04-02,n,7,900043000243357,IMG1497,orange,m,2019,1.6,0.19,8.8,,,
2022-04-02,y,15,900043000243394,IMG1445,NA,f,2022,1.6,0.3,7.6,,,
2022-04-02,y,0,900043000243399,IMG1267,NA,m,2022,1.6,NA,NA,"Below pool 5, above pool 8",,
2022-04-02,NA,1,NA,NA,NA,NA,NA,1.6,0.26,8.4,Uncaptured,,
2022-04-02,NA,15,NA,NA,NA,f,2022,1.6,0.3,7.6,Uncaptured,,
2022-04-03,y,15,900043000243394,IMG1445,NA,f,2022,0,0.29,6.4,,,
2022-04-03,NA,0,NA,NA,NA,NA,NA,0,0,7.9,"Uncapture - Above 11, below 8, in a crevice that seems impossible to hide in...",,
2022-04-03,NA,1,NA,NA,NA,NA,NA,0,0.2,8.2,Uncaptured,,
2022-04-03,NA,15,NA,IMG1520,NA,f,2022,0,0.29,6.4,Actively Laying Eggs,,
2022-04-03,NA,15,NA,NA,NA,f,2022,0,0.29,6.4,"Uncaptured, checked for UV tag",,
2022-04-04,y,7,900043000243216,IMG0876,red,m,2020_2021,-1,0.16,10,,,
2022-04-04,y,7,900043000243307,IMG1258,orange,m,2019,-1,0.16,10,,,
2022-04-04,n,11,900043000243309,IMG1560,NA,f,2022,-1,0.18,10,,,
2022-04-04,n,7,900043000243333,IMG1534,NA,f,2022,-1,0.16,10,,,
2022-04-04,n,11,900043000243335,IMG1561,red,f,2020_2021,-1,0.18,10,,,
2022-04-04,y,1,900043000243340,IMG1387,red,m,2020_2021,-1,0.17,NA,Color debated,,
2022-04-04,n,7,900043000243342,IMG1535,NA,f,2022,-1,0.16,10,,,
2022-04-04,n,7,900043000243346,IMG1533,NA,f,2022,-1,0.16,10,,,
2022-04-04,n,11,900043000243353,IMG1555,NA,f,2022,-1,0.18,10,,,
2022-04-04,n,5,900043000243368,IMG1570,NA,f,2022,-1,0.19,8.7,,,
2022-04-04,n,11,900043000243369,IMG1557,NA ,f,2022,-1,0.18,10,,,
2022-04-04,n,15,900043000243381,IMG1585,NA,f,2022,-1,0.27,8.8,,,
2022-04-04,y,15,900043000243394,IMG1445,NA,f,2022,-1,0.27,8.8,,,
2022-04-04,NA,7,NA,IMG1540,NA,f,2022,-1,0.15,9.8,laying eggs,,
2022-04-04,NA,15,NA,NA,NA,f,NA,-1,0.27,8.8,laying eggs,,
2022-04-04,NA,15,NA,NA,NA,f,NA,-1,0.27,8.8,laying eggs,,
2022-04-05,y,7,900043000243216,IMG0876,red,m,2020_2021,1.1,0.16,11.6,,,
2022-04-05,n,15,900043000243308,IMG1647,NA,f,2022,1.1,0.26,8.6,,,
2022-04-05,n,7,900043000243315,IMG1641,yellow,f,2017,1.1,0.16,11.6,,,
2022-04-05,n,13,900043000243331,IMG1644,NA,f,2022,1.1,0.25,9,,,
2022-04-05,y,7,900043000243333,IMG1534,NA,f,2022,1.1,0.16,11.6,,,
2022-04-05,y,1,900043000243340,IMG1387,red,m,2020_2021,1.1,0.23,7,Color debated,,
2022-04-05,y,12,900043000243348,IMG1471,yellow,m,2017,1.1,0.16,9.7,,,
2022-04-05,n,11,900043000243350,IMG1648,NA,f,2022,1.1,0.17,9,,,
2022-04-05,y,7,900043000243353,IMG1555,NA,f,2022,1.1,0.16,11.6,,,
2022-04-05,y,13,900043000243367,IMG1434,orange,f,2019,1.1,0.25,9,,,
2022-04-05,y,15,900043000243381,IMG1585,NA,f,2022,1.1,0.26,8.6,,,
2022-04-05,y,15,900043000243394,IMG1445,NA,f,2022,1.1,0.26,8.6,,,
2022-04-05,n,7,900043000243396,IMG1605,red,m,2020_2021,1.1,0.16,11.6,,,
2022-04-05,NA,3,NA,NA,NA,f,NA,1.1,0.18,7.3,laying eggs,,
2022-04-05,NA,6,NA,NA,NA,NA,NA,1.1,0.06,6.9,Uncaptured,,
2022-04-05,NA,7,NA,NA,orange,f,2019,1.1,0.16,11.6,,,
2022-04-05,NA,7,NA,NA,NA,f,2022,1.1,0.16,11.6,,,
2022-04-05,NA,11,NA,NA,yellow,f,2017,1.1,0.17,9,,,
2022-04-05,NA,13,NA,NA,orange,f,2019,1.1,0.25,9,,,
2022-04-05,NA,13,NA,NA,NA,f,2022,1.1,0.25,9,,,
2022-04-05,NA,13,NA,NA,NA,f,2022,1.1,0.25,9,,,
2022-04-05,NA,15,NA,NA,NA,NA,NA,1.1,0.26,8.6,,,
2022-04-05,NA,15,NA,NA,NA,NA,NA,1.1,0.26,8.6,,,
2022-04-06,y,7,900043000243216,IMG0876,red,m,2020_2021,2.2,0.15,10.2,,,
2022-04-06,y,7,900043000243289,IMG1071,pink,m,2018,2.2,0.15,10.2,,,
2022-04-06,y,7,900043000243307,IMG1258,orange,m,2019,2.2,0.15,10.2,Forgot UV light,,
2022-04-06,y,11,900043000243367,IMG1434,orange,f,2019,2.2,0.23,10.5,,,
2022-04-06,y,7,900043000243373,IMG1033,orange,m,2019,2.2,0.15,10.2,,,
2022-04-06,NA,7,NA,NA,NA,NA,NA,2.2,0.15,10.2,,,
2022-04-06,NA,7,NA,NA,NA,NA,NA,2.2,0.15,10.2,,,
2022-04-06,NA,7,NA,NA,NA,NA,NA,2.2,0.15,10.2,,,
2022-04-06,NA,7,NA,NA,NA,NA,NA,2.2,0.15,10.2,,,
2022-04-06,NA,11,NA,NA,NA,NA,NA,2.2,0.15,9.8,,,
2022-04-06,NA,12,NA,NA,NA,NA,NA,2.2,0.15,9.8,,,
2022-04-06,NA,12,NA,NA,NA,NA,NA,2.2,0.15,9.8,,,
2022-04-06,NA,12,NA,NA,NA,NA,NA,2.2,0.15,9.8,,,
2022-04-06,NA,15,NA,NA,NA,NA,NA,2.2,0.25,9.8,,,
2022-04-06,NA,15,NA,NA,NA,NA,NA,2.2,0.25,9.8,,,
2022-04-07,y,6,900043000243221,IMG1289,NA,m,2022,3.3,0.14,7.4,,,
2022-04-07,n,12,900043000243234,IMG1689,NA,m,NA,3.3,0.15,8.5,,,
2022-04-07,n,12,900043000243273,IMG1690,NA,m,NA,3.3,0.15,8.5,,,
2022-04-07,y,7,900043000243274,IMG0787,red,m,2020_2021,3.3,0.14,8.5,,,
2022-04-07,n,0,900043000243276,IMG1686,red,m,2020_2021,3.3,0.25,9.8,Checked color later,,
2022-04-07,n,2,900043000243284,IMG1695,NA,f,NA,3.3,0.17,7.8,,,
2022-04-07,n,7,900043000243321,IMG1674,NA,m,NA,3.3,0.14,8.5,Tail Clipped,,
2022-04-07,y,12,900043000243322,IMG1212,red,m,2020_2021,3.3,0.15,8.5,,,
2022-04-07,y,6,900043000243325,IMG1017,NA,m,2022,3.3,0.14,7.4,,,
2022-04-07,y,13,900043000243334,IMG1443,NA,m,2022,3.3,0.23,8.8,,,
2022-04-07,y,11,900043000243349,IMG1227,NA,m,2022,3.3,0.15,8.8,,,
2022-04-07,y,7,900043000243359,IMG1015,red,f,2020_2021,3.3,0.14,8.5,sex debated,,
2022-04-07,n,6,900043000243361,IMG1676,NA,m,NA,3.3,0.14,7.4,,,
2022-04-07,n,7,900043000243374,IMG1670,NA,m,NA,3.3,0.14,8.5,,,
2022-04-07,n,0,900043000243375,IMG1679,NA,m,NA,3.3,0.25,9.8,Travelling from pool 6 - pool 5,,
2022-04-07,n,0,900043000243377,IMG1683,NA,m,NA,3.3,0.25,9.8,Forgot UV light,,
2022-04-07,n,0,900043000243380,IMG1680,NA,m,NA,3.3,0.25,9.8,Above 5,,
2022-04-07,n,7,900043000243393,IMG1672,NA,m,NA,3.3,0.14,8.5,,,
2022-04-07,n,6,900043000243401,IMG1677,NA,m,NA,3.3,0.14,7.4,,,
2022-04-08,n,7,900043000243206,IMG1773,orange,m,2019,3.3,0.31,6.9,,,
2022-04-08,n,11,900043000243209,IMG1838,NA,m,2022,3.3,0.31,7,,,
2022-04-08,n,13,900043000243210,IMG1865,NA,m,2022,3.3,0.27,7,,,
2022-04-08,y,7,900043000243212,IMG1288,NA,m,2022,3.3,0.31,6.9,,,
2022-04-08,n,13,900043000243214,IMG1861,NA,f,2022,3.3,0.27,7,,,
2022-04-08,n,6,900043000243215,IMG1801,red,m,2020_2021,3.3,0.48,6.9,,,
2022-04-08,y,7,900043000243216,IMG0876,red,m,2020_2021,3.3,0.31,6.9,,,
2022-04-08,n,7,900043000243218,IMG1774,NA,m,2022,3.3,0.31,6.9,,,
2022-04-08,n,7,900043000243220,IMG1763,red,m,2020_2021,3.3,0.31,6.9,,,
2022-04-08,n,0,900043000243222,IMG1720,NA,m,2022,3.3,0.29,7.6,Park loop 1/4th the distance to fabbri picnic area,,
