date,recapture,pool_num,pit_num,image,color,sex,year,air_temp_c,salinity_ppt,pool_temp_c,notes,,
2022-04-16,NA,13,NA,IMG12,red,f,2020_2021,7.7,0.18,8.8,,,
2022-04-16,NA,13,NA,IMG13,NA,f,2022,7.7,0.18,8.8,,,
2022-04-16,NA,13,NA,NA,NA,f,NA,7.7,0.18,8.8,Uncaptured,,
2022-04-16,NA,15,NA,IMG14,NA,f,2022,7.7,0.29,8.6,,,
2022-04-16,NA,15,NA,IMG15,orange,f,2019,7.7,0.29,8.6,,,
2022-04-17,y,15,900043000243226,IMG2189,NA,f,2022,2.7,0.28,7.3,,,
2022-04-17,y,0,900043000243307,IMG1258,orange,m,2019,2.7,0,2.7,Almost Dead - Above 6,,
2022-04-17,n,13,900043000244809,IMG2285,NA,f,2022,2.7,0.18,9.9,,,
2022-04-17,n,11,900043000244815,IMG2292,NA,f,2022,2.7,0.2,7.5,,,
2022-04-17,n,7,900043000244816,IMG2295,NA,f,2022,2.7,0.19,7.5,,,
2022-04-17,n,7,900043000244822,IMG2297,NA,f,2022,2.7,0.19,7.5,,,
2022-04-17,n,13,900043000244878,IMG2288,red,f,2020_2021,2.7,0.18,9.9,,,
2022-04-17,n,13,900043000244899,IMG2287,orange,f,2019,2.7,0.18,9.9,,,
2022-04-17,n,12,900043000244907,IMG2291,NA,f,2022,2.7,0.19,7.7,,,
2022-04-17,NA,0,NA,NA,NA,f,NA,2.7,0,2.7,"DECEASED Above 6 - Bodies torn apart, possible mink predation",,
2022-04-17,NA,0,NA,NA,NA,f,NA,2.7,0,2.7,"DECEASED Above 6 - Bodies torn apart, possible mink predation",,
2022-04-17,NA,0,NA,IMG2318,NA,m,2022,2.7,0,2.7,"DECEASED Above 14 - body dessicated, likely killed by high winds while moving between pools",,
2022-04-17,NA,7,NA,IMG2279,red,f,2020_2021,2.7,0.19,7.5,,,
2022-04-17,NA,7,NA,IMG2280,orange,f,2019,2.7,0.19,7.5,,,
2022-04-17,NA,7,NA,IMG2281,NA,f,2022,2.7,0.19,7.5,,,
2022-04-17,NA,7,NA,IMG2283,NA,f,2022,2.7,0.19,7.5,,,
2022-04-17,NA,11,NA,IMG2284,NA,f,2022,2.7,0.2,7.5,,,
2022-04-18,y,0,900043000243307,IMG1258,orange,m,2019,3.3,0,3.3,DECEASED - Found with others in a pile likely made by a mink,,
2022-04-18,NA,7,NA,IMG2381,NA,f,2022,3.3,0.19,11,,,
2022-04-18,NA,7,NA,IMG2378,orange,f,2019,3.3,0.19,11,,,
2022-04-18,NA,11,NA,IMG2376,NA,f,2022,3.3,0.19,11.5,,,
2022-04-18,NA,11,NA,IMG2374,NA,f,2022,3.3,0.19,11.5,,,
2022-04-19,y,1,900043000243340,IMG1387,red,m,2020_2021,6.1,26.5,7.9,DECEASED - 1.56ppt where found - likely died of osmotic shock fleeing higher salinities,,
2022-04-19,y,6,900043000244904,IMG2250,red,f,2020_2021,6.1,2.2,6.2,,,
2022-04-20,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,No Salamanders at the cliffs,,
2022-04-21,n,1,900043000244895,IMG2435,NA,f,2022,6.1,28.6,11.1,1.65ppt where found,,
2022-04-27,y,5,900043000243268,IMG2109,yellow,m,2017,7.2,5.67,9.6,DECEASED - 0.36ppt where found - likely died of osmotic shock fleeing higher salinities,,
2022-04-27,NA,0,NA,IMG2591,NA,f,NA,7.2,7.2,0,between 6 & 7,,
